"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","12716","TODAY() Function test","chromium","Thu Feb 27 12:18:13 GMT 2025","passed","Thu Feb 27 12:18:26 GMT 2025","Excel Online","ui/excel-online.test.ts","",""
